"No.","Time","Source","Destination","Protocol","Length","Info"
"3151","61.931238","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103556 Ack=1606658 Win=65536 Len=66 TSval=1672547129 TSecr=1672547113"
"3153","61.966689","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103622 Ack=1607682 Win=65536 Len=66 TSval=1672547165 TSecr=1672547145"
"3155","61.998365","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103688 Ack=1608706 Win=65536 Len=66 TSval=1672547197 TSecr=1672547180"
"3157","62.030133","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103754 Ack=1609730 Win=65536 Len=66 TSval=1672547228 TSecr=1672547211"
"3159","62.061910","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103820 Ack=1610754 Win=65536 Len=66 TSval=1672547260 TSecr=1672547243"
"3161","62.094611","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103886 Ack=1611778 Win=65536 Len=66 TSval=1672547293 TSecr=1672547275"
"3163","62.126462","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=103952 Ack=1612802 Win=65536 Len=66 TSval=1672547325 TSecr=1672547308"
"3165","62.157968","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104018 Ack=1613826 Win=65536 Len=66 TSval=1672547356 TSecr=1672547339"
"3167","62.190090","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104084 Ack=1614850 Win=65536 Len=66 TSval=1672547388 TSecr=1672547372"
"3169","62.223079","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104150 Ack=1615874 Win=65536 Len=66 TSval=1672547421 TSecr=1672547405"
"3171","62.255583","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104216 Ack=1616898 Win=65536 Len=66 TSval=1672547454 TSecr=1672547436"
"3173","62.288182","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104282 Ack=1617922 Win=65536 Len=66 TSval=1672547486 TSecr=1672547469"
"3175","62.320093","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104348 Ack=1618946 Win=65536 Len=66 TSval=1672547518 TSecr=1672547501"
"3177","62.352415","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104414 Ack=1619970 Win=65536 Len=66 TSval=1672547551 TSecr=1672547533"
"3179","62.384822","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104480 Ack=1620994 Win=65536 Len=66 TSval=1672547583 TSecr=1672547566"
"3181","62.418031","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104546 Ack=1622018 Win=65536 Len=66 TSval=1672547616 TSecr=1672547598"
"3183","62.450835","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104612 Ack=1623042 Win=65536 Len=66 TSval=1672547649 TSecr=1672547631"
"3185","62.482513","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104678 Ack=1624066 Win=65536 Len=66 TSval=1672547681 TSecr=1672547664"
"3187","62.513870","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104744 Ack=1625090 Win=65536 Len=66 TSval=1672547712 TSecr=1672547695"
"3189","62.545971","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104810 Ack=1626114 Win=65536 Len=66 TSval=1672547744 TSecr=1672547727"
"3191","62.577489","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104876 Ack=1627138 Win=65536 Len=66 TSval=1672547776 TSecr=1672547759"
"3193","62.608871","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=104942 Ack=1628162 Win=65536 Len=66 TSval=1672547807 TSecr=1672547790"
"3195","62.640643","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105008 Ack=1629186 Win=65536 Len=66 TSval=1672547839 TSecr=1672547821"
"3197","62.673245","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105074 Ack=1630210 Win=65536 Len=66 TSval=1672547871 TSecr=1672547854"
"3199","62.705094","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105140 Ack=1631234 Win=65536 Len=66 TSval=1672547903 TSecr=1672547886"
"3201","62.737592","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105206 Ack=1632258 Win=65536 Len=66 TSval=1672547936 TSecr=1672547919"
"3203","62.769428","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105272 Ack=1633282 Win=65536 Len=66 TSval=1672547968 TSecr=1672547951"
"3205","62.801890","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105338 Ack=1634306 Win=65536 Len=66 TSval=1672548000 TSecr=1672547983"
"3207","62.833665","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105404 Ack=1635330 Win=65536 Len=66 TSval=1672548032 TSecr=1672548015"
"3209","62.866764","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105470 Ack=1636354 Win=65536 Len=66 TSval=1672548065 TSecr=1672548048"
"3211","62.898385","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105536 Ack=1637378 Win=65536 Len=66 TSval=1672548097 TSecr=1672548080"
"3213","62.930721","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105602 Ack=1638402 Win=65536 Len=66 TSval=1672548129 TSecr=1672548112"
"3215","62.962032","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105668 Ack=1639426 Win=65536 Len=66 TSval=1672548160 TSecr=1672548144"
"3217","62.994785","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105734 Ack=1640450 Win=65536 Len=66 TSval=1672548193 TSecr=1672548176"
"3219","63.026084","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105800 Ack=1641474 Win=65536 Len=66 TSval=1672548224 TSecr=1672548208"
"3221","63.057909","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105866 Ack=1642498 Win=65536 Len=66 TSval=1672548256 TSecr=1672548240"
"3223","63.089204","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105932 Ack=1643522 Win=65536 Len=66 TSval=1672548287 TSecr=1672548271"
"3225","63.121152","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=105998 Ack=1644546 Win=65536 Len=66 TSval=1672548319 TSecr=1672548303"
"3227","63.152930","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106064 Ack=1645570 Win=65536 Len=66 TSval=1672548351 TSecr=1672548334"
"3229","63.185387","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106130 Ack=1646594 Win=65536 Len=66 TSval=1672548384 TSecr=1672548367"
"3231","63.216476","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106196 Ack=1647618 Win=65536 Len=66 TSval=1672548415 TSecr=1672548398"
"3233","63.249265","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106262 Ack=1648642 Win=65536 Len=66 TSval=1672548447 TSecr=1672548430"
"3235","63.281612","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106328 Ack=1649666 Win=65536 Len=66 TSval=1672548480 TSecr=1672548462"
"3237","63.313412","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106394 Ack=1650690 Win=65536 Len=66 TSval=1672548512 TSecr=1672548495"
"3239","63.345811","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106460 Ack=1651714 Win=65536 Len=66 TSval=1672548544 TSecr=1672548527"
"3241","63.377827","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106526 Ack=1652738 Win=65536 Len=66 TSval=1672548576 TSecr=1672548559"
"3243","63.409907","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106592 Ack=1653762 Win=65536 Len=66 TSval=1672548608 TSecr=1672548591"
"3245","63.444553","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106658 Ack=1654786 Win=65536 Len=66 TSval=1672548643 TSecr=1672548625"
"3247","63.477766","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106724 Ack=1655810 Win=65536 Len=66 TSval=1672548676 TSecr=1672548658"
"3249","63.509705","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106790 Ack=1656834 Win=65536 Len=66 TSval=1672548708 TSecr=1672548691"
"3251","63.541175","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106856 Ack=1657858 Win=65536 Len=66 TSval=1672548739 TSecr=1672548722"
"3253","63.571914","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106922 Ack=1658882 Win=65536 Len=66 TSval=1672548770 TSecr=1672548754"
"3255","63.603230","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=106988 Ack=1659906 Win=65536 Len=66 TSval=1672548801 TSecr=1672548785"
"3257","63.635670","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107054 Ack=1660930 Win=65536 Len=66 TSval=1672548834 TSecr=1672548817"
"3259","63.667921","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107120 Ack=1661954 Win=65536 Len=66 TSval=1672548866 TSecr=1672548849"
"3261","63.700622","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107186 Ack=1662978 Win=65536 Len=66 TSval=1672548899 TSecr=1672548881"
"3263","63.733314","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107252 Ack=1664002 Win=65536 Len=66 TSval=1672548932 TSecr=1672548914"
"3265","63.765422","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107318 Ack=1665026 Win=65536 Len=66 TSval=1672548964 TSecr=1672548947"
"3267","63.797648","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107384 Ack=1666050 Win=65536 Len=66 TSval=1672548996 TSecr=1672548979"
"3269","63.829655","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107450 Ack=1667074 Win=65536 Len=66 TSval=1672549028 TSecr=1672549010"
"3271","63.862151","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107516 Ack=1668098 Win=65536 Len=66 TSval=1672549060 TSecr=1672549043"
"3273","63.893861","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107582 Ack=1669122 Win=65536 Len=66 TSval=1672549092 TSecr=1672549075"
"3275","63.925982","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107648 Ack=1670146 Win=65536 Len=66 TSval=1672549124 TSecr=1672549106"
"3277","63.957101","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107714 Ack=1671170 Win=65536 Len=66 TSval=1672549155 TSecr=1672549139"
"3279","63.988594","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107780 Ack=1672194 Win=65536 Len=66 TSval=1672549187 TSecr=1672549170"
"3281","64.020124","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107846 Ack=1673218 Win=65536 Len=66 TSval=1672549218 TSecr=1672549202"
"3283","64.052433","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107912 Ack=1674242 Win=65536 Len=66 TSval=1672549251 TSecr=1672549233"
"3285","64.084599","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=107978 Ack=1675266 Win=65536 Len=66 TSval=1672549283 TSecr=1672549266"
"3287","64.115952","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108044 Ack=1676290 Win=65536 Len=66 TSval=1672549314 TSecr=1672549298"
"3289","64.148663","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108110 Ack=1677314 Win=65536 Len=66 TSval=1672549347 TSecr=1672549330"
"3291","64.181758","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108176 Ack=1678338 Win=65536 Len=66 TSval=1672549380 TSecr=1672549362"
"3293","64.214425","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108242 Ack=1679362 Win=65536 Len=66 TSval=1672549413 TSecr=1672549396"
"3295","64.245695","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108308 Ack=1680386 Win=65536 Len=66 TSval=1672549444 TSecr=1672549427"
"3297","64.277896","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108374 Ack=1681410 Win=65536 Len=66 TSval=1672549476 TSecr=1672549459"
"3299","64.309494","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108440 Ack=1682434 Win=65536 Len=66 TSval=1672549508 TSecr=1672549491"
"3301","64.341274","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108506 Ack=1683458 Win=65536 Len=66 TSval=1672549539 TSecr=1672549523"
"3303","64.378610","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108572 Ack=1684482 Win=65536 Len=66 TSval=1672549577 TSecr=1672549560"
"3305","64.410799","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108638 Ack=1685506 Win=65536 Len=66 TSval=1672549609 TSecr=1672549592"
"3307","64.442498","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108704 Ack=1686530 Win=65536 Len=66 TSval=1672549641 TSecr=1672549624"
"3309","64.475528","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108770 Ack=1687554 Win=65536 Len=66 TSval=1672549674 TSecr=1672549657"
"3311","64.508471","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108836 Ack=1688578 Win=65536 Len=66 TSval=1672549707 TSecr=1672549690"
"3313","64.540576","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108902 Ack=1689602 Win=65536 Len=66 TSval=1672549739 TSecr=1672549721"
"3315","64.572215","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=108968 Ack=1690626 Win=65536 Len=66 TSval=1672549770 TSecr=1672549754"
"3317","64.603982","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109034 Ack=1691650 Win=65536 Len=66 TSval=1672549802 TSecr=1672549785"
"3319","64.635719","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109100 Ack=1692674 Win=65536 Len=66 TSval=1672549834 TSecr=1672549817"
"3321","64.667732","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109166 Ack=1693698 Win=65536 Len=66 TSval=1672549866 TSecr=1672549849"
"3323","64.699111","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109232 Ack=1694722 Win=65536 Len=66 TSval=1672549897 TSecr=1672549881"
"3325","64.730708","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109298 Ack=1695746 Win=65536 Len=66 TSval=1672549929 TSecr=1672549912"
"3327","64.762836","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109364 Ack=1696770 Win=65536 Len=66 TSval=1672549961 TSecr=1672549944"
"3329","64.794610","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109430 Ack=1697794 Win=65536 Len=66 TSval=1672549993 TSecr=1672549976"
"3331","64.826341","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109496 Ack=1698818 Win=65536 Len=66 TSval=1672550025 TSecr=1672550008"
"3333","64.858040","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109562 Ack=1699842 Win=65536 Len=66 TSval=1672550056 TSecr=1672550039"
"3335","64.889738","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109628 Ack=1700866 Win=65536 Len=66 TSval=1672550088 TSecr=1672550071"
"3337","64.921246","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109694 Ack=1701890 Win=65536 Len=66 TSval=1672550119 TSecr=1672550102"
"3339","64.953348","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109760 Ack=1702914 Win=65536 Len=66 TSval=1672550152 TSecr=1672550134"
"3341","64.985728","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109826 Ack=1703938 Win=65536 Len=66 TSval=1672550184 TSecr=1672550167"
"3343","65.017800","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109892 Ack=1704962 Win=65536 Len=66 TSval=1672550216 TSecr=1672550199"
"3345","65.049181","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=109958 Ack=1705986 Win=65536 Len=66 TSval=1672550247 TSecr=1672550231"
"3347","65.080254","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110024 Ack=1707010 Win=65536 Len=66 TSval=1672550278 TSecr=1672550262"
"3349","65.111806","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110090 Ack=1708034 Win=65536 Len=66 TSval=1672550310 TSecr=1672550293"
"3351","65.144177","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110156 Ack=1709058 Win=65536 Len=66 TSval=1672550342 TSecr=1672550325"
"3353","65.176930","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110222 Ack=1710082 Win=65536 Len=66 TSval=1672550375 TSecr=1672550357"
"3355","65.209816","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110288 Ack=1711106 Win=65536 Len=66 TSval=1672550408 TSecr=1672550390"
"3357","65.241357","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110354 Ack=1712130 Win=65536 Len=66 TSval=1672550440 TSecr=1672550423"
"3359","65.274560","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110420 Ack=1713154 Win=65536 Len=66 TSval=1672550473 TSecr=1672550455"
"3361","65.306484","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110486 Ack=1714178 Win=65536 Len=66 TSval=1672550505 TSecr=1672550488"
"3363","65.337880","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110552 Ack=1715202 Win=65536 Len=66 TSval=1672550536 TSecr=1672550520"
"3365","65.370643","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110618 Ack=1716226 Win=65536 Len=66 TSval=1672550569 TSecr=1672550552"
"3367","65.402101","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110684 Ack=1717250 Win=65536 Len=66 TSval=1672550600 TSecr=1672550583"
"3369","65.436077","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110750 Ack=1718274 Win=65536 Len=66 TSval=1672550634 TSecr=1672550617"
"3371","65.468758","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110816 Ack=1719298 Win=65536 Len=66 TSval=1672550667 TSecr=1672550650"
"3373","65.501535","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110882 Ack=1720322 Win=65536 Len=66 TSval=1672550700 TSecr=1672550683"
"3375","65.533587","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=110948 Ack=1721346 Win=65536 Len=66 TSval=1672550732 TSecr=1672550715"
"3377","65.564556","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111014 Ack=1722370 Win=65536 Len=66 TSval=1672550763 TSecr=1672550746"
"3379","65.596323","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111080 Ack=1723394 Win=65536 Len=66 TSval=1672550795 TSecr=1672550778"
"3381","65.628007","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111146 Ack=1724418 Win=65536 Len=66 TSval=1672550826 TSecr=1672550810"
"3383","65.660747","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111212 Ack=1725442 Win=65536 Len=66 TSval=1672550859 TSecr=1672550842"
"3385","65.693336","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111278 Ack=1726466 Win=65536 Len=66 TSval=1672550891 TSecr=1672550875"
"3387","65.725664","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111344 Ack=1727490 Win=65536 Len=66 TSval=1672550924 TSecr=1672550907"
"3389","65.757874","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111410 Ack=1728514 Win=65536 Len=66 TSval=1672550956 TSecr=1672550939"
"3391","65.790811","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111476 Ack=1729538 Win=65536 Len=66 TSval=1672550989 TSecr=1672550972"
"3393","65.822311","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111542 Ack=1730562 Win=65536 Len=66 TSval=1672551020 TSecr=1672551004"
"3395","65.854906","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111608 Ack=1731586 Win=65536 Len=66 TSval=1672551053 TSecr=1672551036"
"3397","65.886848","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111674 Ack=1732610 Win=65536 Len=66 TSval=1672551085 TSecr=1672551068"
"3399","65.918803","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111740 Ack=1733634 Win=65536 Len=66 TSval=1672551117 TSecr=1672551100"
"3401","65.950808","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111806 Ack=1734658 Win=65536 Len=66 TSval=1672551149 TSecr=1672551132"
"3403","65.982817","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111872 Ack=1735682 Win=65536 Len=66 TSval=1672551181 TSecr=1672551164"
"3405","66.014439","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=111938 Ack=1736706 Win=65536 Len=66 TSval=1672551213 TSecr=1672551196"
"3407","66.046528","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112004 Ack=1737730 Win=65536 Len=66 TSval=1672551245 TSecr=1672551227"
"3409","66.078755","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112070 Ack=1738754 Win=65536 Len=66 TSval=1672551277 TSecr=1672551259"
"3411","66.110655","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112136 Ack=1739778 Win=65536 Len=66 TSval=1672551309 TSecr=1672551291"
"3413","66.142860","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112202 Ack=1740802 Win=65536 Len=66 TSval=1672551341 TSecr=1672551323"
"3415","66.174483","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112268 Ack=1741826 Win=65536 Len=66 TSval=1672551373 TSecr=1672551355"
"3417","66.205882","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112334 Ack=1742850 Win=65536 Len=66 TSval=1672551404 TSecr=1672551387"
"3419","66.238100","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112400 Ack=1743874 Win=65536 Len=66 TSval=1672551436 TSecr=1672551419"
"3421","66.270771","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112466 Ack=1744898 Win=65536 Len=66 TSval=1672551469 TSecr=1672551451"
"3423","66.303487","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112532 Ack=1745922 Win=65536 Len=66 TSval=1672551502 TSecr=1672551484"
"3425","66.334471","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112598 Ack=1746946 Win=65536 Len=66 TSval=1672551533 TSecr=1672551516"
"3427","66.366777","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112664 Ack=1747970 Win=65536 Len=66 TSval=1672551565 TSecr=1672551548"
"3429","66.399110","127.0.0.1","127.0.0.1","TCP","132","3000  >  53220 [PSH, ACK] Seq=112730 Ack=1748994 Win=65536 Len=66 TSval=1672551597 TSecr=1672551580"
